gender,income,whatIsYourHeightExpressItAsANumberInMetresM,doYouFeelASenseOfPurposeAndMeaningInYourLife104,howDoYouReconcileSpiritualBeliefsWithScientificOrRationalThinki,howOftenDoYouFeelSociallyConnectedWithYourPeersAndFriends,doYouHaveASupportSystemOfFriendsAndFamilyToTurnToWhenNeeded,howOftenDoYouParticipateInSocialActivitiesIncludingClubsSportsV,doYouFeelComfortableEngagingInConversationsWithPeopleFromDiffer,doYouFeelASenseOfPurposeAndMeaningInYourLife105,alwaysAnxious,perfectMentalHealth,alwaysStressed,alwaysAccountableAndResponsibleForYourActions,alwaysCalm,myBodyIsHypermobileAndLovesToMove,alwaysHaveFun,alwaysSerious,alwaysDepressed,alwaysLoveAndCareForYourself,extremelyGoodAbilityToSense,alwaysHaveDigestiveProblems,iAmIntenselyInterestedInOtherPeople,iRarelyWakeUpFeelingRested,iFindMostThingsAmusing,iAmAlwaysCommittedAndInvolved,iDoNotThinkThatTheWorldIsAGoodPlace,iAmWellSatisfiedAboutEverythingInMyLife,iFindBeautyInSomeThings,iAlwaysHaveACheerfulEffectOnOthers,iFeelThatIAmNotEspeciallyInControlOfMyLife,iUsuallyHaveAGoodInfluenceOnEvents,iDontHaveFunWithOtherPeople,alwaysEngageInPreparingAndUsingYourSkillsAndTalentsInOrderToGai,alwaysMakingProgress,extremelyGoodCommunicator,iDontFeelParticularlyPleasedWithTheWayIAm,iFeelThatLifeIsVeryRewarding,iHaveVeryWarmFeelingsTowardsAlmostEveryone,iAmNotParticularlyOptimisticAboutTheFuture,lifeIsGood,iLaughALot,iDontThinkILookAttractive
Female,10k - 15k,165 - 170,Yes,They complement each other,Sometimes,"Yes, I have both",Rarely,Never,Yes,-2,1,1,1,-1,-2,0,1,-2,-1,-1,-2,-1,-1,-1,0,1,-1,0,-2,1,-2,0,-2,-2,-2,1,-2,0,-2,1,-2,0
Female,120k - 150k,155 - 160,Yes,They complement each other,Rarely,"Yes, I have family",At least once a month,Sometimes,Yes,0,0,1,2,-2,2,0,2,-2,2,0,1,1,2,1,1,-1,0,0,0,-2,0,-2,2,1,1,-1,1,1,-1,1,0,1
Male,0 - 10k,180 - 185,Yes,They complement each other,Rarely,"Yes, I have both",No,Sometimes,No,0,1,1,1,-1,-2,-1,-2,0,1,-2,-1,-1,0,-2,-2,0,0,0,-2,-2,-2,1,1,0,-1,1,-2,0,0,0,-2,-1
Male,120k - 150k,170 - 175,Yes,They complement each other,Never,"Yes, I have both",No,Rarely,Yes,1,-2,0,1,1,-2,-2,0,-2,0,-2,-1,-2,-2,-2,0,0,-2,1,0,0,0,0,0,0,0,0,0,1,-2,0,-2,-2
Female,20k - 50k,155 - 160,Yes,They complement each other,Rarely,"Yes, I have both",No,Never,Yes,-2,-2,0,1,-2,1,-2,0,-2,-2,1,-2,0,2,-2,0,-2,-2,0,1,2,0,-2,-1,2,1,-2,-2,-2,0,0,0,1
Female,15k - 20k,140 - 150,Yes,They complement each other,Always,"Yes, I have both",More than three times a week,Sometimes,Yes,-1,-1,-1,1,-1,-1,0,0,-1,1,1,-1,-1,-1,0,1,-1,0,1,0,-1,0,-1,0,1,-1,0,1,1,-1,1,1,0
Male,50k - 80k,175 - 180,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a week,Sometimes,Yes,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,15k - 20k,160 - 165,Yes,They complement each other,Rarely,"Yes, I have family",At least once a week,Always,No,-2,0,1,-2,0,0,-1,0,0,0,1,-1,-1,-2,0,0,-2,-2,2,0,0,1,0,-2,0,0,-2,2,1,-2,1,-1,0
Female,0 - 10k,160 - 165,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a week,Rarely,Yes,-2,-1,-1,1,-2,-2,0,-2,-1,2,1,-2,0,1,1,0,-2,0,1,0,0,1,-1,1,1,0,-2,0,-2,0,0,0,1
Male,0 - 10k,150 - 155,Yes,They are separate,Never,"Yes, I have both",At least once a month,Never,Yes,-2,-2,-2,0,-1,-2,0,0,-2,1,0,-2,0,1,-2,1,-2,0,0,0,-1,0,-1,1,1,1,-2,1,1,0,0,0,1
Female,50k - 80k,160 - 165,Yes,They are separate,Always,"Yes, I have both",At least once a week,Always,Yes,0,-2,-2,1,1,1,1,0,-2,2,1,1,0,2,0,2,-2,2,1,1,0,1,0,2,2,2,2,1,1,-2,2,0,-2
Male,0 - 10k,170 - 175,Yes,They complement each other,Always,"Yes, I have both",At least once a month,Always,Yes,0,0,1,1,0,0,0,1,-2,1,1,-1,-1,-1,0,0,-1,0,1,0,1,0,-1,0,0,1,-1,1,2,0,1,0,0
Female,150k - 200k,175 - 180,Yes,They complement each other,Always,"Yes, I have both",Rarely,Never,No,0,1,1,2,1,1,1,-1,0,0,1,0,1,2,1,2,1,0,2,1,2,1,-2,0,1,1,0,1,1,1,0,1,1
Female,150k - 200k,165 - 170,Yes,They are separate,Rarely,No,At least once a month,Always,Yes,-2,1,-2,2,0,0,2,-2,0,0,2,0,-1,1,-2,-2,-2,-2,1,0,-2,0,-1,1,1,0,1,2,1,-1,0,0,-1
Female,0 - 10k,165 - 170,Yes,They complement each other,Never,"Yes, I have both",At least once a week,Sometimes,No,0,1,2,0,1,0,0,1,0,1,-2,-2,-2,-2,0,-2,0,-2,0,-2,0,0,0,0,0,1,1,-1,0,1,0,-2,0
Male,120k - 150k,175 - 180,Yes,They are separate,Sometimes,"Yes, I have family",No,Never,Yes,1,1,0,0,1,-2,1,0,0,0,0,0,0,0,1,-2,-1,2,0,0,-2,-2,-1,0,-2,1,2,1,1,2,1,0,0
Male,20k - 50k,180 - 185,Yes,They are separate,Sometimes,"Yes, I have family",No,Always,Yes,-2,-1,-1,0,1,0,0,-2,-1,0,2,-1,0,-1,-2,0,0,1,2,0,-1,0,-1,0,0,1,-1,1,1,-1,1,0,-1
Male,10k - 15k,175 - 180,Yes,They complement each other,Never,"Yes, I have both",At least once a month,Rarely,Yes,1,-1,0,1,1,1,1,-1,1,2,2,-1,-2,-2,1,0,0,1,2,-2,-1,1,0,2,0,-2,-2,0,1,0,2,0,-1
Male,0 - 10k,165 - 170,Yes,They are separate,Rarely,"Yes, I have both",No,Never,Yes,-2,0,0,0,0,-2,1,0,-2,0,-2,-1,1,-2,2,0,-2,-2,1,0,-2,0,-1,0,1,-2,2,0,1,2,1,2,1
Male,150k - 200k,140 - 150,Yes,They conflict,Sometimes,"Yes, I have friends",Rarely,Sometimes,Yes,-2,1,1,1,1,-1,0,0,0,0,1,1,0,0,1,1,2,-2,0,1,2,0,0,-1,0,2,2,-2,-2,0,0,1,1
Female,10k - 15k,140 - 150,Yes,They are separate,Rarely,"Yes, I have friends",No,Always,Yes,-2,-2,0,-1,1,-2,1,0,-1,0,-1,2,0,0,0,0,1,0,1,0,-2,1,0,0,0,0,1,1,0,0,1,0,0
Female,0 - 10k,165 - 170,Yes,They complement each other,Always,"Yes, I have both",At least once a week,Always,Yes,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,-1,0,1,1,0,1,-1,1,1,1,-1,1,1,-1,1,2,0
Male,150k - 200k,155 - 160,Yes,They conflict,Rarely,"Yes, I have both",No,Sometimes,Yes,-2,0,-2,1,-1,0,0,0,0,0,0,-2,-2,1,-2,1,0,-1,1,0,0,-2,0,-2,0,0,1,0,0,1,-2,-2,0
Female,10k - 15k,160 - 165,Yes,They conflict,Sometimes,"Yes, I have both",More than three times a week,Never,Yes,-1,-1,-2,2,0,-2,-2,0,-2,-2,0,-2,-2,1,-2,2,0,0,1,-2,0,0,-1,0,1,0,0,1,-2,0,0,2,-2
Female,15k - 20k,155 - 160,Yes,They conflict,Always,"Yes, I have both",More than three times a week,Never,Yes,0,-1,0,2,0,0,2,-1,1,2,2,0,0,0,1,0,-2,0,2,0,0,0,-1,1,2,0,0,1,2,-2,0,0,0
Female,0 - 10k,165 - 170,Yes,They are separate,Sometimes,"Yes, I have both",At least once a month,Always,Yes,0,-2,-1,1,0,0,1,-1,-2,1,0,2,-1,1,1,0,-1,1,1,0,0,0,0,1,1,0,-1,1,-1,-1,2,1,-1
Female,200k above,140 - 150,Yes,They complement each other,Sometimes,"Yes, I have both",No,Rarely,No,-2,-2,1,1,-1,0,-1,0,-2,0,1,1,1,1,-1,0,-2,-1,1,0,2,-2,1,1,0,0,-2,-2,-2,0,-1,0,2
Male,0 - 10k,165 - 170,No,They are separate,Rarely,"Yes, I have both",At least once a week,Never,Yes,-2,0,0,1,2,1,0,-1,-2,1,1,-1,1,0,0,1,-2,2,1,1,-2,1,-2,1,1,0,0,2,1,-1,0,0,1
Female,120k - 150k,140 - 150,Yes,They conflict,Never,"Yes, I have both",At least once a month,Sometimes,No,2,-2,-2,2,2,-2,1,1,-2,2,2,-1,2,-1,1,1,-1,2,1,2,-1,1,0,2,1,1,-1,1,1,2,1,2,1
Female,0 - 10k,155 - 160,Yes,They complement each other,Rarely,"Yes, I have both",At least once a month,Sometimes,Yes,1,0,-2,1,1,0,1,1,-2,0,1,0,0,-2,-2,-2,0,0,1,-2,-1,-2,-2,-2,1,0,0,1,2,-2,1,0,2
Female,0 - 10k,165 - 170,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a month,Rarely,Yes,-2,-2,-2,0,0,-2,1,1,-2,1,1,1,-1,-2,-2,-2,1,-1,1,-2,2,0,1,0,2,-2,1,0,0,1,1,-2,0
Male,15k - 20k,160 - 165,Yes,They are separate,Sometimes,"Yes, I have both",No,Sometimes,Yes,0,0,2,-2,-1,0,-2,0,0,0,-2,-2,0,1,-2,0,1,-1,0,-2,0,-2,0,-2,-2,-2,2,-2,-2,1,0,0,0
Male,15k - 20k,170 - 175,Yes,They complement each other,Sometimes,"Yes, I have family",At least once a month,Always,Yes,0,0,1,1,1,-1,0,1,0,-1,0,-1,-1,1,0,0,0,-1,0,-1,0,0,0,-1,0,0,1,0,1,1,0,-1,1
Male,15k - 20k,160 - 165,Yes,They are separate,Rarely,"Yes, I have both",At least once a month,Always,Yes,0,0,-1,0,2,1,1,1,-1,1,0,-2,1,1,0,0,-1,-2,1,1,-2,1,-2,0,0,0,0,1,1,-2,1,-2,-2
Male,0 - 10k,175 - 180,Yes,They complement each other,Always,No,At least once a month,Always,Yes,1,0,-2,1,-2,0,1,0,-2,2,2,-2,0,-1,2,-2,1,-1,1,0,-2,0,-1,1,1,1,0,0,0,-1,0,2,0
Male,0 - 10k,170 - 175,Yes,They are separate,Sometimes,No,No,Rarely,Yes,0,-2,-2,1,0,-2,0,1,0,0,0,-1,-2,-1,-2,0,0,1,1,-2,-2,-2,-1,0,1,0,1,1,1,-1,1,-2,-2
Female,0 - 10k,155 - 160,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a month,Always,No,-1,1,2,1,-2,0,-1,1,0,0,0,1,0,2,0,-1,0,-1,-1,0,1,0,1,0,0,1,1,-1,0,1,0,0,1
Female,50k - 80k,155 - 160,Yes,They complement each other,Always,"Yes, I have both",At least once a week,Sometimes,Yes,0,-1,0,1,1,-1,1,1,-1,1,0,-1,0,-1,0,0,1,-1,1,-2,1,0,0,1,1,0,0,-1,-1,1,1,0,0
Male,200k above,165 - 170,Yes,They complement each other,Sometimes,"Yes, I have family",No,Rarely,Yes,-2,-2,-2,2,2,0,1,-2,-2,0,2,0,0,0,1,2,1,0,1,2,1,2,-2,1,1,0,0,1,1,-2,1,1,0
Male,120k - 150k,165 - 170,Yes,They complement each other,Never,No,At least once a month,Always,Yes,1,0,1,2,1,2,0,-2,-2,1,2,0,2,0,0,1,-2,0,1,2,-1,2,-1,2,1,2,1,1,1,-2,0,1,-2
Male,20k - 50k,180 - 185,Yes,They are separate,Sometimes,"Yes, I have family",At least once a month,Sometimes,Yes,-1,-1,-1,2,-1,-2,-1,-2,-1,-1,2,0,-1,1,-2,-1,1,-2,2,0,1,0,-1,0,-1,-1,0,0,-2,0,-1,0,-2
Male,10k - 15k,175 - 180,Yes,They are separate,Never,"Yes, I have both",No,Always,Yes,2,0,-2,2,2,-2,2,0,-1,1,2,-1,1,-1,1,2,-2,0,1,0,-1,-2,0,1,1,0,0,0,1,1,0,1,1
Female,15k - 20k,160 - 165,No,They complement each other,Rarely,"Yes, I have friends",At least once a month,Sometimes,Yes,1,-2,-2,2,2,0,2,-2,-1,0,2,0,1,0,0,2,0,0,2,1,-2,1,-2,1,2,0,-2,1,2,-1,2,1,0
Female,10k - 15k,155 - 160,Yes,They complement each other,Sometimes,"Yes, I have family",No,Never,Yes,0,-2,0,1,-1,1,-2,-1,-1,0,0,-1,-2,0,0,0,0,-2,0,2,-1,0,-2,0,0,1,0,0,-2,0,0,0,0
Female,80k - 120k,160 - 165,Yes,They conflict,Rarely,No,Rarely,Always,No,0,1,1,1,0,1,0,1,0,0,1,1,-1,1,-1,1,0,0,-1,0,0,1,0,-1,1,0,0,1,1,0,1,1,0
Female,150k - 200k,155 - 160,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a month,Sometimes,Yes,-1,0,0,-2,-2,1,-2,-2,0,0,-2,1,-1,-2,0,-2,1,0,1,-1,0,0,-2,0,0,0,0,-2,-2,1,0,2,0
Male,10k - 15k,165 - 170,Yes,They conflict,Rarely,"Yes, I have both",More than three times a week,Rarely,No,-2,-2,-1,1,-1,-2,-1,0,-2,0,0,-2,0,-2,0,1,-1,0,1,0,-2,1,-2,-2,0,1,0,0,0,0,1,0,0
Male,120k - 150k,180 - 185,Yes,They are separate,Sometimes,No,At least once a month,Always,Yes,1,0,-2,1,0,0,2,0,-1,1,0,1,1,-2,2,1,0,0,1,0,-1,1,-1,1,1,-2,1,1,2,1,1,2,0
Male,0 - 10k,170 - 175,Yes,They complement each other,Sometimes,"Yes, I have both",No,Always,Yes,0,0,0,0,1,-2,-1,-2,-1,0,0,-2,-2,2,-2,0,-2,-2,0,0,0,0,0,-2,-2,-1,2,1,-2,1,0,-2,-2
Male,0 - 10k,175 - 180,Yes,They conflict,Sometimes,"Yes, I have both",More than three times a week,Sometimes,Yes,1,-2,-2,2,0,-1,0,-1,-1,0,-2,-2,0,-1,-1,-1,0,-2,0,1,-2,-2,-1,-2,1,0,1,-2,0,-2,0,-2,-2
Female,0 - 10k,165 - 170,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a month,Always,Yes,2,-1,-1,2,1,-2,1,-2,-1,2,1,-1,0,0,1,0,-2,2,0,-2,-2,2,-1,2,2,1,0,2,1,-1,2,0,1
Female,200k above,155 - 160,Yes,They are separate,Rarely,"Yes, I have family",No,Sometimes,Yes,0,-2,0,0,-1,0,0,0,1,0,1,2,0,0,-2,0,1,1,1,1,0,1,-1,0,0,-1,0,1,1,0,1,1,1
Male,0 - 10k,170 - 175,Yes,They complement each other,Rarely,"Yes, I have both",More than three times a week,Rarely,Yes,1,0,0,1,0,2,1,-2,0,0,2,-1,-2,1,0,-2,1,-2,0,0,-2,0,-2,0,0,1,1,-2,1,1,-2,0,1
Female,50k - 80k,165 - 170,Yes,They complement each other,Sometimes,No,At least once a month,Always,Yes,0,-2,-1,1,1,1,-2,-2,-1,2,1,0,-1,1,0,0,-2,0,1,1,-2,1,-2,1,-2,1,-2,1,-1,0,0,1,-2
Male,0 - 10k,160 - 165,Yes,They complement each other,Never,"Yes, I have both",At least once a week,Never,Yes,-1,-2,-1,0,0,1,-2,-1,-1,-2,1,-1,0,0,-2,-1,2,0,1,1,-2,0,0,2,0,-2,0,0,0,0,0,-2,1
Other,0 - 10k,175 - 180,Yes,They complement each other,Rarely,"Yes, I have family",No,Rarely,Yes,0,1,2,-2,-1,1,0,1,1,-2,0,0,-2,1,1,-2,1,-1,1,0,0,0,0,-1,0,0,1,-2,0,2,0,1,0
Female,120k - 150k,155 - 160,Yes,They complement each other,Sometimes,"Yes, I have family",At least once a week,Never,Yes,2,-1,-1,2,2,2,2,-2,-1,2,2,-2,2,-2,2,2,-1,2,1,0,-1,0,-1,2,2,2,-1,2,2,-1,2,1,-2
Male,20k - 50k,170 - 175,Yes,They complement each other,Rarely,No,More than three times a week,Rarely,Yes,-2,1,1,0,2,1,0,0,1,1,0,1,2,2,0,1,0,1,0,-2,0,-2,-1,1,0,-1,-2,2,1,-1,0,0,2
Female,200k above,160 - 165,Yes,They conflict,Rarely,"Yes, I have both",At least once a week,Always,Yes,1,0,-2,2,1,-2,1,-2,-2,0,1,0,1,2,1,2,-1,0,1,1,0,1,-1,0,2,1,-2,0,2,-2,1,1,0
Male,120k - 150k,175 - 180,Yes,They conflict,Rarely,"Yes, I have family",No,Never,No,2,-1,-1,1,2,0,2,-2,-1,1,1,-1,-2,-1,1,0,-2,0,1,1,-1,1,-1,2,2,1,-1,0,1,-1,0,2,0
Male,0 - 10k,165 - 170,Yes,They complement each other,Sometimes,"Yes, I have family",Rarely,Always,Yes,-2,0,-1,0,-1,0,-2,1,-2,0,0,0,1,0,-2,0,-1,-2,1,0,1,0,-2,1,0,-1,0,2,-2,-2,1,0,-1
Male,0 - 10k,175 - 180,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a week,Always,Yes,1,0,-1,1,1,0,1,-1,-1,0,1,-2,1,0,0,1,-1,1,1,1,-1,0,-1,0,1,1,0,1,1,-1,1,1,0
Female,15k - 20k,150 - 155,Yes,They complement each other,Rarely,"Yes, I have both",No,Rarely,No,0,2,1,-2,-1,-2,1,0,1,-2,0,1,0,1,0,1,0,-1,1,1,1,-2,2,1,-2,-2,0,0,-2,1,0,2,2
Female,0 - 10k,165 - 170,Yes,They conflict,Sometimes,"Yes, I have both",At least once a week,Always,Yes,0,-2,-1,1,-1,0,1,-1,-2,1,1,-1,1,1,1,1,-1,1,1,1,-1,1,-1,1,1,1,-1,1,1,-1,1,1,-1
Male,0 - 10k,155 - 160,Yes,They complement each other,Always,"Yes, I have both",More than three times a week,Rarely,Yes,-1,0,2,-2,-1,1,-1,0,1,-1,-2,0,-2,2,-1,1,0,-1,1,-2,2,-2,1,-1,-1,0,2,-1,0,1,-2,-2,1
Male,50k - 80k,170 - 175,Yes,They conflict,Sometimes,"Yes, I have both",No,Never,Yes,1,-1,-2,1,-2,-2,-2,0,-2,1,0,-2,1,-1,0,2,2,2,0,0,1,0,0,1,1,1,-1,0,0,0,1,0,-2
Female,0 - 10k,170 - 175,Yes,They are separate,Rarely,"Yes, I have family",No,Rarely,Yes,-1,-2,0,0,-1,0,-2,-2,-2,-2,0,1,0,-2,-2,-2,-2,1,0,0,1,0,2,0,0,-2,1,0,-2,0,0,0,1
Male,0 - 10k,180 - 185,Yes,They complement each other,Sometimes,"Yes, I have family",More than three times a week,Sometimes,Yes,1,-1,-2,0,1,-1,1,0,-1,0,0,0,0,0,0,1,-1,1,1,0,-2,-2,0,-2,1,-2,-1,0,1,0,1,0,-2
Male,0 - 10k,175 - 180,Yes,They are separate,Sometimes,"Yes, I have both",At least once a month,Rarely,Yes,-1,-1,0,1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0
Male,0 - 10k,160 - 165,Yes,They are separate,Never,"Yes, I have both",No,Sometimes,Yes,-2,1,1,1,1,2,0,0,1,-2,2,-1,1,0,0,1,-2,0,1,0,0,-2,0,-2,0,1,2,1,2,-2,1,0,-2
Male,0 - 10k,165 - 170,Yes,They complement each other,Sometimes,"Yes, I have both",No,Sometimes,Yes,0,-2,0,2,0,0,0,-2,-2,0,1,-2,-1,0,1,2,-2,2,1,0,-2,2,-1,1,1,2,-2,0,2,-2,2,0,-1
Male,15k - 20k,185 - 190,Yes,They are separate,Rarely,"Yes, I have both",More than three times a week,Never,Yes,2,-1,-1,2,2,2,2,-2,-1,2,2,-2,1,1,1,1,1,0,1,1,-2,2,-1,1,1,2,0,1,0,-1,1,2,-1
Male,150k - 200k,180 - 185,Yes,They conflict,Always,"Yes, I have family",No,Always,No,0,-1,-1,2,-2,-2,0,1,-2,0,2,-2,2,1,1,0,-2,0,1,-2,0,0,0,0,0,0,0,0,0,0,0,-2,0
Male,150k - 200k,150 - 155,Yes,They are separate,Sometimes,"Yes, I have both",At least once a month,Always,Yes,1,-1,-2,1,2,1,0,-2,-1,1,2,-2,0,-1,0,2,-2,1,1,2,-1,2,-1,2,2,1,-1,2,1,-1,1,1,-1
Female,10k - 15k,170 - 175,Yes,They conflict,Sometimes,"Yes, I have both",More than three times a week,Always,Yes,-2,-2,-1,0,1,-2,-1,-2,-1,0,1,-1,0,-2,-2,0,0,1,1,0,-2,0,0,-2,-2,0,0,0,0,0,1,-2,-2
Male,0 - 10k,180 - 185,Yes,They are separate,Rarely,"Yes, I have family",At least once a week,Sometimes,Yes,-1,-1,0,0,-1,-1,-1,0,-1,-1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,-1,0,-1,0
Male,10k - 15k,170 - 175,Yes,They conflict,Always,"Yes, I have both",At least once a week,Always,Yes,0,-2,0,2,0,2,1,-1,-1,1,1,-2,-1,-1,-1,1,-1,1,2,1,-1,0,-2,2,1,-1,-1,2,1,-1,1,0,-1
Female,15k - 20k,150 - 155,Yes,They complement each other,Sometimes,"Yes, I have both",More than three times a week,Always,Yes,0,0,0,1,1,1,1,-2,-1,1,2,0,0,-2,1,1,-1,0,0,1,0,0,-1,1,1,2,1,2,1,-2,2,1,2
Female,150k - 200k,165 - 170,Yes,They complement each other,Rarely,"Yes, I have family",More than three times a week,Always,No,-2,0,0,2,1,0,-2,1,-2,0,0,0,0,0,0,1,0,1,0,-2,-1,-2,0,1,1,1,-1,1,0,0,-2,0,-2
Female,50k - 80k,155 - 160,Yes,They complement each other,Never,"Yes, I have family",No,Rarely,Yes,2,0,1,0,2,-2,0,1,1,1,1,0,1,0,0,0,2,1,1,0,-2,-2,0,1,2,0,-2,0,1,2,1,0,0
Female,0 - 10k,160 - 165,Yes,They complement each other,Always,"Yes, I have both",At least once a week,Always,Yes,-1,-2,0,0,-2,0,-2,-1,0,1,-2,-1,-2,2,0,1,0,1,2,0,-2,-2,1,0,1,1,0,1,1,0,1,0,0
Female,0 - 10k,150 - 155,Yes,They complement each other,Sometimes,"Yes, I have family",Rarely,Always,Yes,2,-1,-1,2,0,0,2,-1,0,1,1,0,0,2,0,2,-1,1,0,2,-2,2,-1,1,2,2,-2,2,2,1,1,2,-1
Male,15k - 20k,170 - 175,Yes,They are separate,Sometimes,"Yes, I have both",At least once a week,Always,Yes,0,-1,-2,1,2,-1,-2,0,-1,0,2,-1,-1,1,0,0,0,1,2,-2,1,-2,-1,-2,0,0,0,1,-2,1,0,1,0
Female,80k - 120k,150 - 155,No,They complement each other,Sometimes,"Yes, I have friends",More than three times a week,Sometimes,Yes,2,1,1,1,1,0,0,0,1,2,2,1,1,0,-2,1,1,1,1,0,2,0,2,1,1,1,-2,0,1,-1,1,0,0
Male,10k - 15k,180 - 185,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a month,Always,Yes,1,2,-2,1,2,1,2,0,0,0,2,2,1,2,1,1,-2,0,0,1,0,0,-2,0,1,-2,-2,2,2,1,1,2,-2
Male,120k - 150k,165 - 170,Yes,They are separate,Rarely,"Yes, I have both",Rarely,Rarely,No,-2,0,1,0,-2,1,-2,0,0,0,1,-1,0,1,0,-2,-2,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1
Female,120k - 150k,165 - 170,Yes,They complement each other,Sometimes,"Yes, I have both",Rarely,Always,Yes,2,-1,-1,1,0,-1,-2,-1,-1,0,0,-2,-2,-2,0,1,-2,0,0,0,-2,0,-2,2,1,-2,-1,0,0,0,1,-2,-1
Male,10k - 15k,165 - 170,Yes,They are separate,Rarely,"Yes, I have both",Rarely,Sometimes,Yes,1,0,1,0,-1,0,-2,0,0,0,0,-2,0,2,-2,0,-1,-1,0,1,-2,-1,-2,0,0,-1,1,0,0,-2,-2,1,1
Female,15k - 20k,170 - 175,Yes,They complement each other,Rarely,No,At least once a month,Always,Yes,-2,-1,-1,2,0,-2,1,1,-1,1,1,-2,-2,0,0,1,-2,1,1,-2,0,0,-1,1,0,0,-1,0,-2,-1,1,1,-1
